Consumption prognosis in MWh,,,,,,,,,
Data was last updated 01-01-2020,,,,,,,,,
,Hours,NO,SE,FI,DK1,DK2,EE,LV,LT
7/5/2019,11 - 12,16735,16141,9738,2837,1755,1067,927,1527
7/5/2019,12 - 13,16460,16030,9658,2802,1768,1076,950,1535
7/5/2019,13 - 14,16291,15905,9589,2862,1797,1063,944,1522
7/5/2019,14 - 15,16109,15779,9531,2823,1791,1057,937,1514
7/5/2019,15 - 16,15967,15729,9464,2642,1712,1033,918,1467
7/5/2019,16 - 17,15933,15591,9442,2605,1713,1012,880,1432
7/5/2019,17 - 18,15819,15623,9384,2710,1766,1002,873,1419
7/5/2019,18 - 19,15693,15506,9476,2601,1720,1005,858,1401
7/5/2019,19 - 20,15745,15424,9423,2460,1642,999,849,1400
7/5/2019,20 - 21,15833,15357,9186,2340,1570,1007,838,1422
7/5/2019,21 - 22,15660,15212,9359,2263,1525,967,792,1349
7/5/2019,22 - 23,15099,14772,9205,2148,1408,872,705,1197
7/5/2019,23 - 00,14252,14201,8702,2001,1260,802,632,1095
8/5/2019,00 - 01,13312,13725,8428,1928,1227,766,584,1047
8/5/2019,01 - 02,13057,13489,8274,1894,1133,758,573,1021
8/5/2019,02 - 03,12928,13415,8264,1881,1084,752,566,1004
8/5/2019,03 - 04,12948,13464,8242,1873,1119,756,579,1018
8/5/2019,04 - 05,13204,13503,8350,1918,1159,770,603,1061
8/5/2019,05 - 06,13594,13847,8926,2017,1210,868,700,1261
8/5/2019,06 - 07,14659,15143,9241,2324,1391,987,841,1433
8/5/2019,07 - 08,15622,16459,9460,2638,1607,1064,946,1545
8/5/2019,08 - 09,15944,16922,9537,2775,1738,1100,985,1573
8/5/2019,09 - 10,15790,16866,9520,2778,1814,1089,971,1577
8/5/2019,10 - 11,15688,16824,9522,2807,1846,1074,962,1569
8/5/2019,11 - 12,15599,16714,9558,2798,1777,1052,941,1541
8/5/2019,12 - 13,15393,16533,9488,2732,1759,1062,942,1555
8/5/2019,13 - 14,15163,16376,9443,2745,1771,1048,947,1538
8/5/2019,14 - 15,15129,16221,9382,2684,1770,1038,926,1537
8/5/2019,15 - 16,15074,16150,9314,2567,1643,1006,922,1502
8/5/2019,16 - 17,15220,15945,9307,2533,1617,990,894,1460
8/5/2019,17 - 18,15293,15980,9270,2659,1725,976,877,1446
8/5/2019,18 - 19,15314,15791,9345,2612,1711,964,853,1411
8/5/2019,19 - 20,15166,15661,9311,2559,1639,967,853,1401
8/5/2019,20 - 21,15089,15548,9106,2430,1578,976,841,1439
8/5/2019,21 - 22,15129,15346,9252,2354,1520,926,788,1364
8/5/2019,22 - 23,14678,14783,9142,2236,1401,835,691,1202
8/5/2019,23 - 00,13864,14041,8734,2061,1244,772,631,1101
9/5/2019,00 - 01,13157,13838,8415,1914,1121,738,599,1054
9/5/2019,01 - 02,13002,13612,8266,1818,1059,734,585,1020
9/5/2019,02 - 03,12926,13527,8249,1812,1047,725,579,1007
9/5/2019,03 - 04,13146,13549,8227,1837,1060,736,587,1017
9/5/2019,04 - 05,13469,13561,8337,1896,1083,755,613,1055
9/5/2019,05 - 06,14021,13875,8888,2000,1147,863,722,1264
9/5/2019,06 - 07,14932,15084,9203,2336,1366,989,862,1428
9/5/2019,07 - 08,15901,16301,9403,2651,1612,1092,961,1550
9/5/2019,08 - 09,16151,16759,9440,2817,1739,1122,991,1585
9/5/2019,09 - 10,15995,16748,9391,2836,1791,1111,986,1575
9/5/2019,10 - 11,15701,16749,9369,2875,1814,1092,976,1564
9/5/2019,11 - 12,15584,16676,9343,2846,1791,1072,948,1534
9/5/2019,12 - 13,15354,16539,9260,2796,1765,1077,975,1557
9/5/2019,13 - 14,15391,16426,9184,2813,1736,1063,963,1541
9/5/2019,14 - 15,15383,16290,9114,2722,1693,1055,949,1537
9/5/2019,15 - 16,15425,16190,9042,2611,1643,1032,932,1501
9/5/2019,16 - 17,15420,16010,9008,2551,1626,1009,891,1458
9/5/2019,17 - 18,15652,16020,8956,2670,1684,997,891,1449
9/5/2019,18 - 19,15694,15826,9026,2602,1642,983,877,1421
9/5/2019,19 - 20,15659,15690,8991,2477,1565,987,865,1405
9/5/2019,20 - 21,15793,15568,8782,2378,1508,986,874,1452
9/5/2019,21 - 22,15744,15372,8918,2329,1490,954,815,1375
9/5/2019,22 - 23,15271,14860,8818,2267,1404,874,723,1218
9/5/2019,23 - 00,14298,14195,8445,2125,1298,807,644,1113
10/5/2019,00 - 01,12958,13414,8071,1858,1132,765,600,1038
10/5/2019,01 - 02,12610,13158,7933,1756,1064,753,582,1009
10/5/2019,02 - 03,12583,13064,7911,1757,1048,752,576,1004
10/5/2019,03 - 04,12799,13056,7885,1813,1074,743,586,1011
10/5/2019,04 - 05,13080,13104,7998,1876,1105,748,605,1049
10/5/2019,05 - 06,13530,13445,8560,1955,1161,857,716,1246
10/5/2019,06 - 07,14637,14747,8967,2236,1349,980,854,1429
10/5/2019,07 - 08,15789,16083,9176,2591,1588,1080,957,1540
10/5/2019,08 - 09,16166,16509,9287,2750,1701,1097,990,1578
10/5/2019,09 - 10,16000,16504,9256,2742,1734,1084,974,1568
10/5/2019,10 - 11,15853,16447,9214,2797,1743,1069,963,1560
10/5/2019,11 - 12,15681,16292,9234,2768,1720,1047,936,1550
10/5/2019,12 - 13,15667,16122,9184,2674,1706,1068,961,1558
10/5/2019,13 - 14,15506,15818,9112,2603,1684,1059,937,1537
10/5/2019,14 - 15,15578,15421,9054,2466,1654,1052,916,1508
10/5/2019,15 - 16,15555,15191,9056,2392,1613,1017,901,1464
10/5/2019,16 - 17,15577,14993,8997,2386,1574,997,870,1441
10/5/2019,17 - 18,15535,14973,8943,2491,1620,985,865,1412
10/5/2019,18 - 19,15588,14800,8918,2483,1596,977,830,1396
10/5/2019,19 - 20,15556,14622,8859,2329,1508,968,834,1379
10/5/2019,20 - 21,15385,14355,8606,2180,1426,968,834,1370
10/5/2019,21 - 22,15117,14157,8765,2142,1402,935,806,1351
10/5/2019,22 - 23,14645,13798,8622,2029,1351,848,720,1213
10/5/2019,23 - 00,13897,13343,8299,1880,1251,789,651,1104
11/5/2019,00 - 01,12135,12621,7936,1745,1146,773,601,1030
11/5/2019,01 - 02,11800,12356,7728,1675,1120,751,574,1002
11/5/2019,02 - 03,11626,12242,7625,1654,1101,752,568,989
11/5/2019,03 - 04,11508,12189,7559,1661,1086,751,569,990
11/5/2019,04 - 05,11521,12089,7492,1674,1070,740,564,975
11/5/2019,05 - 06,11571,11985,7646,1713,1062,769,601,1040
11/5/2019,06 - 07,11881,12125,7771,1817,1121,837,667,1151
11/5/2019,07 - 08,12202,12604,7960,1980,1252,902,744,1253
11/5/2019,08 - 09,12844,13219,8137,2118,1391,956,802,1318
11/5/2019,09 - 10,13270,13679,8128,2176,1482,973,824,1337
11/5/2019,10 - 11,13458,13822,8174,2227,1546,972,804,1331
11/5/2019,11 - 12,13304,13733,8180,2221,1524,958,805,1321
11/5/2019,12 - 13,13050,13601,8158,2153,1494,952,803,1313
11/5/2019,13 - 14,13015,13396,8124,2118,1470,938,795,1288
11/5/2019,14 - 15,12857,13241,8129,2074,1433,924,782,1267
11/5/2019,15 - 16,12777,13132,8195,2081,1401,914,773,1253
11/5/2019,16 - 17,12840,13199,8294,2115,1406,910,769,1243
11/5/2019,17 - 18,13143,13361,8417,2216,1475,910,761,1235
11/5/2019,18 - 19,13371,13475,8479,2208,1514,917,757,1229
11/5/2019,19 - 20,13626,13387,8363,2094,1448,917,757,1224
11/5/2019,20 - 21,13565,13344,8144,2004,1408,929,769,1252
11/5/2019,21 - 22,13354,13334,8354,1991,1386,892,762,1235
11/5/2019,22 - 23,12980,13147,8329,1915,1324,834,694,1128
11/5/2019,23 - 00,12602,12818,7963,1780,1241,775,623,1049
12/5/2019,00 - 01,12300,12235,7749,1666,1133,748,591,1012
12/5/2019,01 - 02,12023,12023,7512,1610,1065,734,565,969
12/5/2019,02 - 03,11921,11877,7397,1608,1023,730,559,950
12/5/2019,03 - 04,11915,11866,7299,1620,1031,730,556,944
12/5/2019,04 - 05,11974,11774,7240,1655,1049,719,553,931
12/5/2019,05 - 06,12074,11636,7339,1657,1024,740,578,972
12/5/2019,06 - 07,12121,11778,7421,1708,1096,795,633,1048
12/5/2019,07 - 08,12368,12175,7613,1845,1206,853,710,1139
12/5/2019,08 - 09,12953,12798,7797,2019,1327,899,782,1220
12/5/2019,09 - 10,13424,13333,7920,2102,1413,922,809,1261
12/5/2019,10 - 11,13666,13665,7981,2131,1473,918,795,1262
12/5/2019,11 - 12,13669,13822,7981,2125,1495,907,798,1261
12/5/2019,12 - 13,13466,13829,7955,2106,1466,897,788,1257
12/5/2019,13 - 14,13299,13765,7929,2125,1449,884,770,1249
12/5/2019,14 - 15,13200,13633,7925,2144,1433,879,759,1237
12/5/2019,15 - 16,13162,13570,7935,2107,1405,875,755,1223
12/5/2019,16 - 17,13109,13668,7982,2118,1408,870,754,1227
12/5/2019,17 - 18,13300,13887,8059,2232,1475,878,758,1245
12/5/2019,18 - 19,13645,14025,8148,2207,1512,887,763,1253
12/5/2019,19 - 20,14088,14169,8124,2134,1485,898,770,1262
12/5/2019,20 - 21,14264,14246,7987,2054,1434,910,793,1287
12/5/2019,21 - 22,14263,14176,8297,2025,1402,890,780,1250
12/5/2019,22 - 23,13895,13865,8307,1986,1329,826,701,1111
12/5/2019,23 - 00,13342,13326,7985,1891,1218,782,606,1020
13-05-2019,00 - 01,12811,12791,7929,1770,1108,762,571,965
13-05-2019,01 - 02,12692,12590,7802,1728,1041,745,555,946
13-05-2019,02 - 03,12699,12601,7737,1753,1012,741,552,942
13-05-2019,03 - 04,12794,12590,7728,1755,1035,740,560,952
13-05-2019,04 - 05,12898,12647,7888,1801,1056,747,584,989
13-05-2019,05 - 06,13338,13075,8521,1900,1107,850,687,1197
13-05-2019,06 - 07,14707,14378,8954,2242,1316,976,824,1391
13-05-2019,07 - 08,16179,15809,9158,2583,1570,1075,937,1524
13-05-2019,08 - 09,16389,16353,9280,2737,1708,1095,991,1573
13-05-2019,09 - 10,16252,16443,9246,2750,1733,1089,978,1571
13-05-2019,10 - 11,15941,16413,9220,2843,1743,1074,961,1559
13-05-2019,11 - 12,15386,16315,9186,2829,1731,1058,933,1541
13-05-2019,12 - 13,15084,16146,9111,2758,1730,1076,959,1560
13-05-2019,13 - 14,15057,16039,9063,2773,1704,1057,961,1541
13-05-2019,14 - 15,14846,15913,9004,2714,1674,1051,941,1512
13-05-2019,15 - 16,14698,15788,8970,2579,1601,1019,938,1479
13-05-2019,16 - 17,14728,15625,8959,2515,1566,999,898,1429
13-05-2019,17 - 18,14590,15667,8918,2642,1650,988,888,1424
13-05-2019,18 - 19,14538,15470,9001,2601,1647,976,877,1409
13-05-2019,19 - 20,14510,15349,8986,2470,1578,962,873,1393
13-05-2019,20 - 21,14481,15168,8739,2371,1494,954,873,1393
13-05-2019,21 - 22,14424,14973,8857,2320,1439,927,827,1322
13-05-2019,22 - 23,14099,14473,8765,2261,1351,842,729,1159
13-05-2019,23 - 00,13447,13756,8366,2066,1237,774,641,1068
14-05-2019,00 - 01,12694,13175,8143,1931,1123,742,594,1018
14-05-2019,01 - 02,12362,12924,8012,1872,1065,735,576,999
14-05-2019,02 - 03,12282,12859,7973,1874,1070,726,575,993
14-05-2019,03 - 04,12277,12864,7944,1887,1086,723,581,1008
14-05-2019,04 - 05,12443,12853,8094,1922,1114,737,600,1044
14-05-2019,05 - 06,12943,13189,8734,2025,1172,838,718,1251
14-05-2019,06 - 07,14438,14569,9174,2345,1364,980,851,1433
14-05-2019,07 - 08,15977,16027,9416,2661,1604,1092,963,1559
14-05-2019,08 - 09,15986,16539,9507,2816,1707,1123,996,1598
14-05-2019,09 - 10,15426,16492,9492,2824,1741,1130,987,1591
14-05-2019,10 - 11,15221,16516,9486,2887,1749,1118,992,1586
14-05-2019,11 - 12,14935,16423,9475,2878,1725,1106,968,1561
14-05-2019,12 - 13,14712,16229,9372,2823,1717,1113,983,1586
14-05-2019,13 - 14,14572,16071,9288,2898,1700,1096,968,1560
14-05-2019,14 - 15,14348,15925,9197,2837,1658,1086,959,1533
14-05-2019,15 - 16,14224,15814,9134,2685,1625,1063,948,1495
14-05-2019,16 - 17,14158,15620,9106,2568,1608,1041,915,1434
14-05-2019,17 - 18,14032,15633,9053,2670,1678,1030,904,1425
14-05-2019,18 - 19,13868,15385,9145,2611,1667,1015,876,1416
14-05-2019,19 - 20,13856,15245,9135,2521,1599,1001,870,1396
14-05-2019,20 - 21,13834,15097,8871,2458,1527,1001,870,1389
14-05-2019,21 - 22,13640,14843,9005,2393,1472,984,833,1321
14-05-2019,22 - 23,13237,14313,8912,2320,1382,895,730,1163
14-05-2019,23 - 00,12537,13547,8486,2117,1267,826,646,1079
15-05-2019,00 - 01,12200,13144,8148,1958,1141,785,608,1043
15-05-2019,01 - 02,11904,12900,8020,1903,1084,777,592,1022
15-05-2019,02 - 03,11771,12831,7971,1901,1060,767,584,1017
15-05-2019,03 - 04,11748,12812,7919,1915,1086,768,582,1023
15-05-2019,04 - 05,11871,12770,8042,1953,1094,780,604,1054
15-05-2019,05 - 06,12152,13057,8606,2027,1151,911,725,1252
15-05-2019,06 - 07,13070,14263,8994,2345,1362,1010,860,1440
15-05-2019,07 - 08,13900,15520,9174,2675,1586,1106,968,1560
15-05-2019,08 - 09,14187,15976,9228,2832,1693,1136,996,1598
15-05-2019,09 - 10,13940,15942,9206,2808,1719,1118,1006,1594
15-05-2019,10 - 11,13691,15923,9182,2876,1729,1108,985,1580
15-05-2019,11 - 12,13523,15840,9178,2846,1704,1100,961,1558
15-05-2019,12 - 13,13336,15699,9074,2779,1677,1121,968,1576
15-05-2019,13 - 14,13162,15558,9016,2823,1666,1102,970,1557
15-05-2019,14 - 15,13160,15408,8949,2752,1657,1086,943,1525
15-05-2019,15 - 16,13203,15333,8897,2619,1617,1059,925,1486
15-05-2019,16 - 17,13308,15178,8869,2573,1593,1026,901,1449
15-05-2019,17 - 18,13346,15188,8830,2680,1666,1016,886,1438
15-05-2019,18 - 19,13448,14982,8914,2582,1630,1004,858,1425
15-05-2019,19 - 20,13347,14866,8905,2514,1558,991,844,1411
15-05-2019,20 - 21,13306,14747,8646,2485,1495,985,868,1409
15-05-2019,21 - 22,13289,14532,8778,2412,1441,957,826,1338
15-05-2019,22 - 23,12935,14085,8691,2309,1360,868,720,1188
15-05-2019,23 - 00,12185,13434,8306,2137,1238,811,647,1076
16-05-2019,00 - 01,11636,12949,7909,1930,1106,782,581,1025
16-05-2019,01 - 02,11359,12746,7802,1837,1051,761,563,1007
16-05-2019,02 - 03,11213,12696,7776,1821,1036,758,559,1004
16-05-2019,03 - 04,11331,12688,7727,1849,1052,758,575,1007
16-05-2019,04 - 05,11516,12662,7830,1895,1074,765,589,1040
16-05-2019,05 - 06,11911,12929,8335,1973,1122,865,693,1243
16-05-2019,06 - 07,12821,13969,8679,2223,1311,990,837,1444
16-05-2019,07 - 08,13863,15074,8841,2584,1568,1088,960,1568
16-05-2019,08 - 09,14086,15449,8901,2727,1671,1124,1004,1606
16-05-2019,09 - 10,13916,15411,8883,2724,1700,1122,987,1607
16-05-2019,10 - 11,13715,15417,8857,2809,1715,1108,971,1598
16-05-2019,11 - 12,13634,15327,8849,2779,1696,1102,941,1575
16-05-2019,12 - 13,13481,15221,8743,2711,1676,1112,961,1595
16-05-2019,13 - 14,13517,15094,8677,2753,1678,1087,950,1572
16-05-2019,14 - 15,13532,14964,8598,2693,1646,1086,934,1542
16-05-2019,15 - 16,13579,14898,8562,2577,1612,1029,917,1501
16-05-2019,16 - 17,13571,14782,8538,2532,1593,1011,888,1452
16-05-2019,17 - 18,13743,14824,8490,2605,1654,1001,879,1439
16-05-2019,18 - 19,13699,14652,8563,2544,1624,989,865,1441
16-05-2019,19 - 20,13638,14572,8571,2547,1549,974,855,1428
16-05-2019,20 - 21,13695,14469,8346,2497,1488,957,862,1406
16-05-2019,21 - 22,13500,14289,8463,2397,1446,930,833,1339
16-05-2019,22 - 23,13150,13902,8394,2304,1366,840,731,1186
16-05-2019,23 - 00,12340,13341,8047,2063,1265,781,653,1088
17-05-2019,00 - 01,11211,12570,7657,1847,1131,777,592,1022
17-05-2019,01 - 02,11189,12361,7539,1698,1080,769,584,1007
17-05-2019,02 - 03,11245,12277,7512,1715,1073,760,576,1000
17-05-2019,03 - 04,11305,12278,7496,1684,1058,748,573,998
17-05-2019,04 - 05,11210,12298,7631,1733,1052,762,589,1033
17-05-2019,05 - 06,11199,12570,8164,1776,1058,882,704,1228
17-05-2019,06 - 07,11457,13619,8566,1861,1100,1003,835,1429
17-05-2019,07 - 08,11870,14755,8811,2059,1214,1090,935,1556
17-05-2019,08 - 09,12128,15118,8923,2222,1333,1105,982,1597
17-05-2019,09 - 10,12367,15085,8864,2319,1422,1099,963,1589
17-05-2019,10 - 11,12584,15059,8839,2375,1477,1086,951,1579
17-05-2019,11 - 12,12631,14985,8752,2411,1467,1068,933,1560
17-05-2019,12 - 13,12571,14906,8663,2347,1465,1086,955,1567
17-05-2019,13 - 14,12553,14650,8504,2286,1437,1070,938,1546
17-05-2019,14 - 15,12549,14422,8504,2252,1408,1068,906,1503
17-05-2019,15 - 16,12564,14254,8435,2246,1443,1038,882,1452
17-05-2019,16 - 17,12500,14109,8398,2266,1453,1021,852,1425
17-05-2019,17 - 18,12488,14099,8324,2388,1516,1018,853,1412
17-05-2019,18 - 19,12568,13942,8349,2372,1540,1005,827,1398
17-05-2019,19 - 20,12654,13789,8282,2236,1488,982,822,1373
17-05-2019,20 - 21,12663,13568,8041,2139,1431,978,812,1348
17-05-2019,21 - 22,12638,13381,8154,2110,1430,944,812,1294
17-05-2019,22 - 23,12665,13110,8100,2015,1352,862,730,1167
17-05-2019,23 - 00,12275,12763,7888,1888,1265,805,633,1073
18-05-2019,00 - 01,11752,12071,7413,1728,1148,755,587,1024
18-05-2019,01 - 02,11488,11818,7276,1654,1078,741,576,982
18-05-2019,02 - 03,11384,11699,7258,1628,1047,731,569,967
18-05-2019,03 - 04,11404,11628,7192,1625,1042,722,557,960
18-05-2019,04 - 05,11342,11509,7152,1637,1035,707,552,959
18-05-2019,05 - 06,11269,11423,7324,1648,1029,736,587,1020
18-05-2019,06 - 07,10535,11598,7480,1716,1075,796,656,1127
18-05-2019,07 - 08,10646,12032,7640,1862,1156,867,748,1248
18-05-2019,08 - 09,11237,12612,7761,2044,1275,915,801,1323
18-05-2019,09 - 10,11612,13032,7766,2143,1373,937,819,1350
18-05-2019,10 - 11,11722,13207,7785,2169,1419,930,813,1356
18-05-2019,11 - 12,11526,13157,7732,2142,1426,917,796,1353
18-05-2019,12 - 13,11206,13070,7672,2095,1409,916,792,1338
18-05-2019,13 - 14,11157,12894,7580,2078,1391,904,791,1314
18-05-2019,14 - 15,11037,12762,7546,2060,1369,897,769,1293
18-05-2019,15 - 16,10975,12665,7575,2029,1356,890,759,1271
18-05-2019,16 - 17,10954,12661,7656,2053,1381,894,756,1263
18-05-2019,17 - 18,11170,12783,7771,2187,1431,897,747,1260
18-05-2019,18 - 19,11381,12807,7831,2189,1441,892,740,1258
18-05-2019,19 - 20,11510,12705,7729,2064,1382,887,741,1245
18-05-2019,20 - 21,11402,12586,7534,1996,1338,883,755,1252
18-05-2019,21 - 22,11218,12522,7728,1970,1335,867,745,1240
18-05-2019,22 - 23,11298,12388,7745,1899,1276,797,673,1132
18-05-2019,23 - 00,11030,12103,7443,1809,1196,748,614,1044
19-05-2019,00 - 01,10611,11256,7182,1706,1118,739,568,982
19-05-2019,01 - 02,10325,11009,7048,1625,1050,720,553,958
19-05-2019,02 - 03,10181,10872,7009,1584,1007,707,546,946
19-05-2019,03 - 04,10106,10803,6957,1572,992,690,537,935
19-05-2019,04 - 05,10112,10683,6923,1586,978,686,529,927
19-05-2019,05 - 06,10106,10579,7004,1567,968,711,556,967
19-05-2019,06 - 07,10104,10742,7060,1609,1015,763,609,1044
19-05-2019,07 - 08,10379,11111,7161,1749,1103,834,689,1154
19-05-2019,08 - 09,10848,11684,7323,1926,1222,888,752,1242
19-05-2019,09 - 10,11238,12170,7414,2045,1319,916,777,1282
19-05-2019,10 - 11,11446,12494,7428,2093,1370,918,776,1283
19-05-2019,11 - 12,11492,12614,7361,2095,1419,909,769,1276
19-05-2019,12 - 13,11409,12618,7275,2082,1403,903,758,1268
19-05-2019,13 - 14,11313,12559,7174,2056,1385,894,761,1253
19-05-2019,14 - 15,11247,12424,7116,2039,1383,883,752,1243
19-05-2019,15 - 16,11256,12344,7115,2027,1377,876,746,1241
19-05-2019,16 - 17,11280,12385,7164,2075,1399,872,750,1253
19-05-2019,17 - 18,11461,12563,7211,2233,1480,884,755,1267
19-05-2019,18 - 19,11735,12621,7307,2228,1524,886,759,1269
19-05-2019,19 - 20,12079,12684,7336,2141,1454,896,762,1273
19-05-2019,20 - 21,12174,12695,7225,2102,1406,904,771,1283
19-05-2019,21 - 22,12148,12584,7473,2056,1374,899,763,1254
19-05-2019,22 - 23,11879,12298,7545,1969,1284,843,669,1118
19-05-2019,23 - 00,11376,11805,7242,1902,1196,798,596,1013
20-05-2019,00 - 01,10991,11176,7053,1795,1073,768,569,969
20-05-2019,01 - 02,10812,10975,6906,1732,1002,767,568,954
20-05-2019,02 - 03,10783,10945,6864,1726,991,752,549,945
20-05-2019,03 - 04,10862,10924,6825,1730,1019,736,534,955
20-05-2019,04 - 05,10965,10916,6975,1760,1033,746,563,993
20-05-2019,05 - 06,11347,11340,7589,1849,1096,865,674,1212
20-05-2019,06 - 07,12605,12740,8000,2217,1282,986,815,1419
20-05-2019,07 - 08,13875,14230,8165,2534,1509,1077,923,1560
20-05-2019,08 - 09,14052,14829,8255,2709,1643,1093,967,1602
20-05-2019,09 - 10,13974,14924,8230,2777,1703,1088,978,1602
20-05-2019,10 - 11,13834,14983,8167,2824,1734,1072,961,1601
20-05-2019,11 - 12,13496,14924,8113,2768,1695,1060,935,1586
20-05-2019,12 - 13,13311,14746,8044,2681,1663,1068,960,1604
20-05-2019,13 - 14,13315,14592,7997,2714,1667,1046,957,1580
20-05-2019,14 - 15,13222,14519,7916,2702,1640,1040,942,1541
20-05-2019,15 - 16,13172,14410,7862,2595,1604,1005,937,1499
20-05-2019,16 - 17,13262,14225,7834,2530,1585,997,903,1455
20-05-2019,17 - 18,13176,14203,7770,2598,1629,991,880,1440
20-05-2019,18 - 19,13100,13978,7829,2528,1585,980,857,1450
20-05-2019,19 - 20,13112,13813,7839,2488,1552,951,848,1435
20-05-2019,20 - 21,13122,13599,7612,2409,1473,945,838,1416
20-05-2019,21 - 22,12994,13360,7691,2343,1415,921,824,1360
20-05-2019,22 - 23,12612,12903,7621,2257,1345,847,731,1209
20-05-2019,23 - 00,11925,12196,7274,2096,1228,781,639,1102
21-05-2019,00 - 01,11137,11462,7095,1880,1083,696,589,1032
21-05-2019,01 - 02,10711,11134,6942,1810,1014,694,580,1020
21-05-2019,02 - 03,10524,11032,6881,1805,997,683,570,1015
21-05-2019,03 - 04,10433,11011,6846,1811,1015,670,563,1015
21-05-2019,04 - 05,10416,10963,6984,1843,1046,694,592,1045
21-05-2019,05 - 06,10737,11373,7551,1926,1101,814,704,1253
21-05-2019,06 - 07,11999,12924,7952,2205,1289,940,841,1444
21-05-2019,07 - 08,13308,14585,8148,2604,1496,1048,935,1582
21-05-2019,08 - 09,13466,15188,8222,2778,1610,1080,975,1632
21-05-2019,09 - 10,13011,15184,8216,2785,1671,1080,973,1643
21-05-2019,10 - 11,12879,15215,8224,2829,1741,1067,978,1632
21-05-2019,11 - 12,12699,15193,8216,2835,1750,1056,938,1613
21-05-2019,12 - 13,12674,15066,8177,2752,1735,1076,964,1632
21-05-2019,13 - 14,12606,14907,8153,2792,1706,1066,958,1608
21-05-2019,14 - 15,12494,14760,8113,2763,1704,1063,948,1589
21-05-2019,15 - 16,12539,14646,8074,2666,1680,1035,939,1549
21-05-2019,16 - 17,12539,14432,8035,2629,1654,1016,905,1505
21-05-2019,17 - 18,12503,14410,7951,2738,1723,1003,887,1490
21-05-2019,18 - 19,12443,14142,7997,2689,1702,999,864,1479
21-05-2019,19 - 20,12473,13957,7987,2617,1643,972,855,1452
21-05-2019,20 - 21,12512,13734,7741,2523,1565,957,841,1432
21-05-2019,21 - 22,12380,13430,7808,2419,1496,913,809,1378
21-05-2019,22 - 23,12005,12904,7738,2293,1384,835,722,1226
